Player,Year,Top Team,Last team,Number of teams,Number of transactions,Number of trades,Points,Avg points,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,% of points (highest team),% of points (lowest team),Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Rookie?,Age,Best week,Worst week
Emanuel Wilson,2024,,,,,,57.7,,,,,,,,,,,,,,,,,,,,,,,,,12.6,0.0
Emanuel Wilson,2025,,,,,,69.4,,,,,,,,,,,,,,,,,,,,,,,,,26.5,0.0
Emari Demercado,2023,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
Emari Demercado,2025,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6.1
Emeka Egbuka,2025,,,,,,188.9,,,,,,,,,,,,,,,,,,,,,,,,,31.3,0.0
Emmanuel Sanders,2021,,,,,,65.2,,,,,,,,,,,,,,,,,,,,,,,,,20.4,0.0
Eno Benjamin,2022,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,23.3,0.0
Eric Gray,2023,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,3.6,-1.0
Eric Gray,2024,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,6.4,-2.0
Erick All,2024,,,,,,28.6,,,,,,,,,,,,,,,,,,,,,,,,,6.8,0.0
Evan Engram,2021,,,,,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.0
Evan Engram,2022,,,,,,106.2,,,,,,,,,,,,,,,,,,,,,,,,,39.2,0.0
Evan Engram,2023,,,,,,205.4,,,,,,,,,,,,,,,,,,,,,,,,,32.5,0.0
Evan Engram,2024,,,,,,89.5,,,,,,,,,,,,,,,,,,,,,,,,,18.2,0.0
Evan Engram,2025,,,,,,89.2,,,,,,,,,,,,,,,,,,,,,,,,,13.9,0.0
Ezekiel Elliott,2021,,,,,,242.06,,,,,,,,,,,,,,,,,,,,,,,,,26.6,0.0
Ezekiel Elliott,2022,,,,,,184.8,,,,,,,,,,,,,,,,,,,,,,,,,18.1,0.0
Ezekiel Elliott,2023,,,,,,160.4,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0
Ezekiel Elliott,2024,,,,,,57.5,,,,,,,,,,,,,,,,,,,,,,,,,12.9,0.0
Foster Moreau,2022,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,12.3,12.3
Gabe Davis,2021,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
Gabe Davis,2022,,,,,,164.7,,,,,,,,,,,,,,,,,,,,,,,,,32.1,0.0
Gabe Davis,2023,,,,,,161.4,,,,,,,,,,,,,,,,,,,,,,,,,23.7,0.0
Gabe Davis,2024,,,,,,52.6,,,,,,,,,,,,,,,,,,,,,,,,,21.5,0.0
Gardner Minshew,2021,,,,,,17.78,,,,,,,,,,,,,,,,,,,,,,,,,17.78,0.0
Gardner Minshew,2022,,,,,,32.66,,,,,,,,,,,,,,,,,,,,,,,,,21.7,10.96
Gardner Minshew,2023,,,,,,155.14000000000001,,,,,,,,,,,,,,,,,,,,,,,,,27.1,0.0
Gardner Minshew,2024,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,17.98,0.0
Garrett Wilson,2022,,,,,,196.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0
Garrett Wilson,2023,,,,,,207.8,,,,,,,,,,,,,,,,,,,,,,,,,20.1,0.0
Garrett Wilson,2024,,,,,,242.8,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0
Garrett Wilson,2025,,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,24.4,0.0
Geno Smith,2022,,,,,,213.38,,,,,,,,,,,,,,,,,,,,,,,,,24.02,0.0
Geno Smith,2023,,,,,,204.9,,,,,,,,,,,,,,,,,,,,,,,,,29.96,0.0
Geno Smith,2024,,,,,,230.68,,,,,,,,,,,,,,,,,,,,,,,,,22.56,0.0
Geno Smith,2025,,,,,,163.76,,,,,,,,,,,,,,,,,,,,,,,,,26.26,0.0
George Kittle,2021,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,39.6,0.0
George Kittle,2022,,,,,,181.6,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0
George Kittle,2023,,,,,,203.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,27.7,0.0
George Kittle,2024,,,,,,231.9,,,,,,,,,,,,,,,,,,,,,,,,,24.8,0.0
George Kittle,2025,,,,,,153.6,,,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0
George Pickens,2022,,,,,,150.3,,,,,,,,,,,,,,,,,,,,,,,,,18.3,0.0
George Pickens,2023,,,,,,205.5,,,,,,,,,,,,,,,,,,,,,,,,,34.5,0.0
George Pickens,2024,,,,,,163.4,,,,,,,,,,,,,,,,,,,,,,,,,22.1,0.0
George Pickens,2025,,,,,,274.2,,,,,,,,,,,,,,,,,,,,,,,,,33.4,0.0
Gerald Everett,2021,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.3
Gerald Everett,2022,,,,,,102.2,,,,,,,,,,,,,,,,,,,,,,,,,17.1,0.0
Gerald Everett,2023,,,,,,106.7,,,,,,,,,,,,,,,,,,,,,,,,,14.3,0.0
Greg Dortch,2022,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
Greg Dortch,2023,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,11.7,2.9
Greg Dortch,2024,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,7.8,1.7
Greg Dulcich,2022,,,,,,86.1,,,,,,,,,,,,,,,,,,,,,,,,,14.5,0.0
Greg Dulcich,2023,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.0
Greg Dulcich,2024,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2
Gunnar Helm,2025,,,,,,90.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,14.9,0.0
Gus Edwards,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Gus Edwards,2022,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,18.6,0.0
Gus Edwards,2023,,,,,,158.9,,,,,,,,,,,,,,,,,,,,,,,,,28.4,0.0
Gus Edwards,2024,,,,,,58.6,,,,,,,,,,,,,,,,,,,,,,,,,20.1,0.0
Harold Fannin,2025,,,,,,175.4,,,,,,,,,,,,,,,,,,,,,,,,,25.4,0.0
Hassan Haskins,2022,,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,7.3,0.0
Hassan Haskins,2025,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3
Hayden Hurst,2022,,,,,,69.6,,,,,,,,,,,,,,,,,,,,,,,,,17.3,0.0
Hendon Hooker,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Hendon Hooker,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Henry Ruggs,2021,,,,,,84.5,,,,,,,,,,,,,,,,,,,,,,,,,22.5,6.6
Hunter Henry,2021,,,,,,150.7,,,,,,,,,,,,,,,,,,,,,,,,,25.7,0.0
Hunter Henry,2023,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,19.6,0.0
Hunter Henry,2024,,,,,,122.7,,,,,,,,,,,,,,,,,,,,,,,,,17.2,0.0
Hunter Henry,2025,,,,,,154.3,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0
Hunter Renfrow,2021,,,,,,180.3,,,,,,,,,,,,,,,,,,,,,,,,,28.7,0.0
Hunter Renfrow,2022,,,,,,57.7,,,,,,,,,,,,,,,,,,,,,,,,,14.2,0.0
Hunter Renfrow,2025,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.6
Irv Smith,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Irv Smith,2022,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,9.7,0.0
Isaac Guerendo,2024,,,,,,91.7,,,,,,,,,,,,,,,,,,,,,,,,,26.8,-2.0
Isaac TeSlaa,2025,,,,,,59.2,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.0
Isaiah Bond,2025,,,,,,49.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,10.9,0.0
Isaiah Davis,2024,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.6
Isaiah Davis,2025,,,,,,60.1,,,,,,,,,,,,,,,,,,,,,,,,,17.9,0.0
Isaiah Hodgins,2022,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,22.9,3.9
Isaiah Hodgins,2023,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0
Isaiah Likely,2022,,,,,,50.7,,,,,,,,,,,,,,,,,,,,,,,,,10.2,0.0
Isaiah Likely,2023,,,,,,78.3,,,,,,,,,,,,,,,,,,,,,,,,,19.3,0.0
Isaiah Likely,2024,,,,,,116.9,,,,,,,,,,,,,,,,,,,,,,,,,26.1,0.0
Isaiah Likely,2025,,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0
Isaiah McKenzie,2022,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,9.9,5.8
Isaiah Spiller,2022,,,,,,8.399999999999999,,,,,,,,,,,,,,,,,,,,,,,,,4.2,-0.5
Isaiah Spiller,2023,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,4.7,1.5
Isiah Pacheco,2022,,,,,,120.6,,,,,,,,,,,,,,,,,,,,,,,,,16.2,-0.1
Isiah Pacheco,2023,,,,,,213.9,,,,,,,,,,,,,,,,,,,,,,,,,29.5,0.0
Isiah Pacheco,2024,,,,,,56.900000000000006,,,,,,,,,,,,,,,,,,,,,,,,,16.1,0.0
Isiah Pacheco,2025,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.0
Israel Abanikanda,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Israel Abanikanda,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
J.D. McKissic,2021,,,,,,57.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,22.6,0.0
J.J. McCarthy,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
J.J. McCarthy,2025,,,,,,113.4,,,,,,,,,,,,,,,,,,,,,,,,,23.5,-0.52
J.K. Dobbins,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
J.K. Dobbins,2022,,,,,,81.2,,,,,,,,,,,,,,,,,,,,,,,,,22.3,0.0
J.K. Dobbins,2023,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,11.7,0.0
J.K. Dobbins,2024,,,,,,181.29999999999998,,,,,,,,,,,,,,,,,,,,,,,,,24.5,0.0
J.K. Dobbins,2025,,,,,,115.9,,,,,,,,,,,,,,,,,,,,,,,,,15.5,0.0
Ja'Lynn Polk,2024,,,,,,32.699999999999996,,,,,,,,,,,,,,,,,,,,,,,,,9.2,0.0
Ja'Marr Chase,2021,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,55.6,0.0
Ja'Marr Chase,2022,,,,,,219.8,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.0
Ja'Marr Chase,2023,,,,,,255.82,,,,,,,,,,,,,,,,,,,,,,,,,52.2,0.0
Ja'Marr Chase,2024,,,,,,377.4,,,,,,,,,,,,,,,,,,,,,,,,,55.4,0.0
Ja'Marr Chase,2025,,,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,38.1,0.0
Ja'Tavion Sanders,2024,,,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,,,12.7,0.0
Ja'Tavion Sanders,2025,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,12.4,0.0
JaMycal Hasty,2021,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9
Jack Bech,2025,,,,,,42.4,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
Jacob Cowing,2024,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2.0
Jacoby Brissett,2022,,,,,,20.32,,,,,,,,,,,,,,,,,,,,,,,,,20.32,20.32
Jacoby Brissett,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jacoby Brissett,2025,,,,,,129.84,,,,,,,,,,,,,,,,,,,,,,,,,21.88,0.0
Jacory Croskey-Merritt,2025,,,,,,113.9,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0
Jahan Dotson,2022,,,,,,120.4,,,,,,,,,,,,,,,,,,,,,,,,,20.5,0.0
Jahan Dotson,2023,,,,,,121.1,,,,,,,,,,,,,,,,,,,,,,,,,24.8,0.0
Jahan Dotson,2024,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,4.6,0.0
Jahmyr Gibbs,2023,,,,,,232.1,,,,,,,,,,,,,,,,,,,,,,,,,29.9,0.0
Jahmyr Gibbs,2024,,,,,,316.9,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0
Jahmyr Gibbs,2025,,,,,,339.2,,,,,,,,,,,,,,,,,,,,,,,,,55.4,0.0
Jake Bobo,2023,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,10.6,0.0
Jake Browning,2023,,,,,,113.78,,,,,,,,,,,,,,,,,,,,,,,,,26.66,10.98
Jake Browning,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jake Browning,2025,,,,,,29.44,,,,,,,,,,,,,,,,,,,,,,,,,18.14,5.4
Jake Ferguson,2023,,,,,,164.2,,,,,,,,,,,,,,,,,,,,,,,,,22.1,0.0
Jake Ferguson,2024,,,,,,99.2,,,,,,,,,,,,,,,,,,,,,,,,,15.5,0.0
Jake Ferguson,2025,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,,,23.9,0.0
Jake Fromm,2021,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-0.8
Jake Tonges,2025,,,,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,11.8,0.0
Jakobi Meyers,2021,,,,,,177.3,,,,,,,,,,,,,,,,,,,,,,,,,21.3,0.0
Jakobi Meyers,2022,,,,,,139.4,,,,,,,,,,,,,,,,,,,,,,,,,24.1,0.0
Jakobi Meyers,2023,,,,,,196.98000000000002,,,,,,,,,,,,,,,,,,,,,,,,,29.1,0.0
Jakobi Meyers,2024,,,,,,190.7,,,,,,,,,,,,,,,,,,,,,,,,,22.1,0.0
Jakobi Meyers,2025,,,,,,158.5,,,,,,,,,,,,,,,,,,,,,,,,,21.3,0.0
Jaleel McLaughlin,2023,,,,,,54.9,,,,,,,,,,,,,,,,,,,,,,,,,17.9,0.0
Jaleel McLaughlin,2024,,,,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,12.6,0.0
Jalen Coker,2024,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
Jalen Coker,2025,,,,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,17.4,0.0
Jalen Hurts,2021,,,,,,305.16,,,,,,,,,,,,,,,,,,,,,,,,,30.78,0.0
Jalen Hurts,2022,,,,,,362.58,,,,,,,,,,,,,,,,,,,,,,,,,34.7,0.0
Jalen Hurts,2023,,,,,,352.22,,,,,,,,,,,,,,,,,,,,,,,,,34.5,0.0
Jalen Hurts,2024,,,,,,311.12,,,,,,,,,,,,,,,,,,,,,,,,,35.14,0.0
Jalen Hurts,2025,,,,,,286.06,,,,,,,,,,,,,,,,,,,,,,,,,30.86,0.0
Jalen McMillan,2024,,,,,,116.39999999999999,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
Jalen McMillan,2025,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,5.8,0.0
Jalen Milroe,2025,,,,,,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-2.0
Jalen Nailor,2024,,,,,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,12.4,0.0
Jalen Reagor,2021,,,,,,71.2,,,,,,,,,,,,,,,,,,,,,,,,,16.9,-0.3
Jalen Royals,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jalen Tolbert,2022,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.0
Jalen Tolbert,2024,,,,,,108.6,,,,,,,,,,,,,,,,,,,,,,,,,21.7,0.0
Jalen Tolbert,2025,,,,,,39.2,,,,,,,,,,,,,,,,,,,,,,,,,12.7,0.0
Jalin Hyatt,2023,,,,,,57.8,,,,,,,,,,,,,,,,,,,,,,,,,15.9,0.0
Jalin Hyatt,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jalin Hyatt,2025,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.0
Jamaal Williams,2021,,,,,,112.6,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
Jamaal Williams,2022,,,,,,205.7,,,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0
Jamaal Williams,2023,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,6.2,0.0
Jamaal Williams,2024,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9
Jameis Winston,2021,,,,,,116.4,,,,,,,,,,,,,,,,,,,,,,,,,29.62,0.0
Jameis Winston,2022,,,,,,40.92,,,,,,,,,,,,,,,,,,,,,,,,,21.66,0.0
Jameis Winston,2024,,,,,,118.61999999999999,,,,,,,,,,,,,,,,,,,,,,,,,32.98,-1.36
Jameis Winston,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
James Conner,2021,,,,,,228.4,,,,,,,,,,,,,,,,,,,,,,,,,39.3,0.0
James Conner,2022,,,,,,198.2,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
James Conner,2023,,,,,,171.1,,,,,,,,,,,,,,,,,,,,,,,,,26.3,0.0
James Conner,2024,,,,,,250.8,,,,,,,,,,,,,,,,,,,,,,,,,30.8,0.0
James Conner,2025,,,,,,32.3,,,,,,,,,,,,,,,,,,,,,,,,,14.4,0.0
James Cook,2022,,,,,,100.4,,,,,,,,,,,,,,,,,,,,,,,,,17.8,-1.8
James Cook,2023,,,,,,222.5,,,,,,,,,,,,,,,,,,,,,,,,,36.1,0.0
James Cook,2024,,,,,,256.9,,,,,,,,,,,,,,,,,,,,,,,,,28.5,0.0
James Cook,2025,,,,,,289.0,,,,,,,,,,,,,,,,,,,,,,,,,33.6,0.0
James Mitchell,2022,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,8.8,0.0
James Robinson,2021,,,,,,171.9,,,,,,,,,,,,,,,,,,,,,,,,,24.4,0.0
James Robinson,2022,,,,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,20.6,0.0
James Robinson,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
James White,2021,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.0
Jameson Williams,2022,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,11.1,0.0
Jameson Williams,2023,,,,,,79.3,,,,,,,,,,,,,,,,,,,,,,,,,13.3,0.0
Jameson Williams,2024,,,,,,202.8,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0
Jameson Williams,2025,,,,,,200.8,,,,,,,,,,,,,,,,,,,,,,,,,26.9,0.0
Jamison Crowder,2021,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,8.4,0.0
Jared Cook,2021,,,,,,14.100000000000001,,,,,,,,,,,,,,,,,,,,,,,,,9.4,4.7
Jared Goff,2021,,,,,,7.88,,,,,,,,,,,,,,,,,,,,,,,,,7.88,7.88
Jared Goff,2022,,,,,,272.86,,,,,,,,,,,,,,,,,,,,,,,,,33.22,0.0
Jared Goff,2023,,,,,,266.3,,,,,,,,,,,,,,,,,,,,,,,,,31.12,0.0
Jared Goff,2024,,,,,,309.22,,,,,,,,,,,,,,,,,,,,,,,,,40.06,0.0
Jared Goff,2025,,,,,,278.74,,,,,,,,,,,,,,,,,,,,,,,,,33.96,0.0
Jared Wiley,2024,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.0
Jaren Hall,2023,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,4.22,-0.92
Jaret Patterson,2021,,,,,,49.4,,,,,,,,,,,,,,,,,,,,,,,,,20.8,0.0
Jarquez Hunter,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jarvis Landry,2021,,,,,,112.5,,,,,,,,,,,,,,,,,,,,,,,,,19.4,0.0
Jarvis Landry,2022,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,18.4,0.0
Jauan Jennings,2023,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,10.4,10.4
Jauan Jennings,2024,,,,,,197.3,,,,,,,,,,,,,,,,,,,,,,,,,46.5,0.0
Jauan Jennings,2025,,,,,,153.6,,,,,,,,,,,,,,,,,,,,,,,,,19.9,0.0
Javon Baker,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Javonte Williams,2021,,,,,,195.5,,,,,,,,,,,,,,,,,,,,,,,,,28.8,0.0
Javonte Williams,2022,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,19.8,0.0
Javonte Williams,2023,,,,,,158.7,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
Javonte Williams,2024,,,,,,147.1,,,,,,,,,,,,,,,,,,,,,,,,,26.1,0.0
Javonte Williams,2025,,,,,,231.4,,,,,,,,,,,,,,,,,,,,,,,,,26.9,0.0
Jaxon Smith-Njigba,2023,,,,,,145.4,,,,,,,,,,,,,,,,,,,,,,,,,16.3,0.0
Jaxon Smith-Njigba,2024,,,,,,246.70000000000002,,,,,,,,,,,,,,,,,,,,,,,,,37.0,0.0
Jaxon Smith-Njigba,2025,,,,,,327.3,,,,,,,,,,,,,,,,,,,,,,,,,37.1,0.0
Jaxson Dart,2025,,,,,,194.1,,,,,,,,,,,,,,,,,,,,,,,,,28.42,-0.3
Jayden Daniels,2024,,,,,,346.6,,,,,,,,,,,,,,,,,,,,,,,,,34.42,0.0
Jayden Daniels,2025,,,,,,113.28,,,,,,,,,,,,,,,,,,,,,,,,,20.64,0.0
Jayden Higgins,2025,,,,,,102.4,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.0
Jayden Reed,2023,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,26.9,0.0
Jayden Reed,2024,,,,,,189.9,,,,,,,,,,,,,,,,,,,,,,,,,33.1,0.0
Jayden Reed,2025,,,,,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.0
Jaydon Blue,2025,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.0
Jaylen Waddle,2021,,,,,,231.1,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0
Jaylen Waddle,2022,,,,,,248.9,,,,,,,,,,,,,,,,,,,,,,,,,40.1,0.0
Jaylen Waddle,2023,,,,,,198.6,,,,,,,,,,,,,,,,,,,,,,,,,28.2,0.0
Jaylen Waddle,2024,,,,,,140.6,,,,,,,,,,,,,,,,,,,,,,,,,28.4,0.0
Jaylen Waddle,2025,,,,,,192.42,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
Jaylen Warren,2022,,,,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.0
Jaylen Warren,2023,,,,,,187.4,,,,,,,,,,,,,,,,,,,,,,,,,23.5,0.0
Jaylen Warren,2024,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,16.2,0.0
Jaylen Warren,2025,,,,,,195.8,,,,,,,,,,,,,,,,,,,,,,,,,29.1,0.0
Jaylen Wright,2024,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,8.6,0.0
Jaylen Wright,2025,,,,,,38.6,,,,,,,,,,,,,,,,,,,,,,,,,16.7,0.0
Jaylin Lane,2025,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
Jaylin Noel,2025,,,,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,11.7,-0.3
Jeff Wilson,2021,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,14.7,0.0
Jeff Wilson,2022,,,,,,132.2,,,,,,,,,,,,,,,,,,,,,,,,,22.3,0.0
Jeff Wilson,2023,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.0
Jeff Wilson,2024,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2
Jeremy McNichols,2021,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5
Jerick McKinnon,2022,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,34.2,12.8
Jerick McKinnon,2023,,,,,,58.06,,,,,,,,,,,,,,,,,,,,,,,,,17.8,0.0
Jermaine Burton,2024,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.0
Jerome Ford,2023,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,26.1,0.0
Jerome Ford,2024,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,24.1,0.0
Jerome Ford,2025,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,10.4,1.3
